# G2 LVGL vendor-fork object census; regenerated by tools/analyze_g2_lvgl_vendor_fork_census.py
entry	body_start	body_end_exclusive	envelope_bytes	official_opaque_bytes	scope	module	source_file	evidence	confidence	detail
0x005D4040	0x005D4040	0x005D40C0	128	128	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D40C0	0x005D40C0	0x005D431E	606	606	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D431E	0x005D431E	0x005D4510	498	498	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4510	0x005D4510	0x005D4582	114	114	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4582	0x005D4582	0x005D474A	456	456	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4754	0x005D4754	0x005D47D4	128	128	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D47D4	0x005D47D4	0x005D4912	318	318	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4912	0x005D4912	0x005D4A94	386	386	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4A94	0x005D4A94	0x005D4AFE	106	106	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4AFE	0x005D4AFE	0x005D4B14	22	22	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4B14	0x005D4B14	0x005D4B18	4	4	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4B18	0x005D4B18	0x005D4B1C	4	4	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4B1C	0x005D4B1C	0x005D4B20	4	4	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4B20	0x005D4B20	0x005D4B24	4	4	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4B24	0x005D4B24	0x005D4B4C	40	40	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4B4C	0x005D4B4C	0x005D4B78	44	44	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4B78	0x005D4B78	0x005D4BBA	66	66	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4BBA	0x005D4BBA	0x005D4C88	206	206	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4C88	0x005D4C88	0x005D4E40	440	440	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4E40	0x005D4E40	0x005D4ECE	142	142	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D4ED0	0x005D4ED0	0x005D6D98	7880	7880	sea-0x5d	investigation-required		none	none	external callers: cordio
0x005D6D98	0x005D6D98	0x005D6DB8	32	32	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6DB8	0x005D6DB8	0x005D6DCA	18	18	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6DCA	0x005D6DCA	0x005D6E22	88	88	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6E22	0x005D6E22	0x005D6E44	34	34	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6E44	0x005D6E44	0x005D6E50	12	12	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6E50	0x005D6E50	0x005D6E7C	44	44	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6E7C	0x005D6E7C	0x005D6EA8	44	44	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6EA8	0x005D6EA8	0x005D6EE0	56	56	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6EE0	0x005D6EE0	0x005D6F38	88	88	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6F38	0x005D6F38	0x005D6F9E	102	102	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6F9E	0x005D6F9E	0x005D6FCC	46	46	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6FCC	0x005D6FCC	0x005D6FF2	38	38	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D6FF2	0x005D6FF2	0x005D7096	164	164	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D709C	0x005D709C	0x005D70A2	6	6	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D70A4	0x005D70A4	0x005D70C6	34	34	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D70C6	0x005D70C6	0x005D7106	64	64	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7106	0x005D7106	0x005D7124	30	30	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7124	0x005D7124	0x005D718A	102	102	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D718A	0x005D718A	0x005D71C4	58	58	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D71C4	0x005D71C4	0x005D72A8	228	228	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D72A8	0x005D72A8	0x005D7340	152	152	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7340	0x005D7340	0x005D739C	92	92	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D739C	0x005D739C	0x005D73D0	52	52	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D73D0	0x005D73D0	0x005D75EE	542	542	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D75EE	0x005D75EE	0x005D761A	44	44	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D761A	0x005D761A	0x005D7742	296	296	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7742	0x005D7742	0x005D7782	64	64	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7782	0x005D7782	0x005D77CA	72	72	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D77CA	0x005D77CA	0x005D7802	56	56	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7802	0x005D7802	0x005D784A	72	72	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D784A	0x005D784A	0x005D7A6C	546	546	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7A6C	0x005D7A6C	0x005D7B62	246	246	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7B62	0x005D7B62	0x005D7D1C	442	442	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7D1C	0x005D7D1C	0x005D7E1A	254	254	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7E1A	0x005D7E1A	0x005D7F04	234	234	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7F04	0x005D7F04	0x005D7F90	140	140	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D7F90	0x005D7F90	0x005D816C	476	476	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D816C	0x005D816C	0x005D82C8	348	348	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D82C8	0x005D82C8	0x005D843A	370	370	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D843A	0x005D843A	0x005D849A	96	96	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D849A	0x005D849A	0x005D857C	226	226	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D857C	0x005D857C	0x005D868A	270	270	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D868A	0x005D868A	0x005D87FA	368	368	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D87FA	0x005D87FA	0x005D8828	46	46	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8828	0x005D8828	0x005D88D4	172	172	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D88D4	0x005D88D4	0x005D8908	52	52	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8A48	0x005D8A48	0x005D8AA4	92	92	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8AA4	0x005D8AA4	0x005D8AB8	20	20	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8B10	0x005D8B10	0x005D8B2A	26	26	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8B2A	0x005D8B2A	0x005D8B60	54	54	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8B60	0x005D8B60	0x005D8BA2	66	66	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8BA2	0x005D8BA2	0x005D8BC0	30	30	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8BC0	0x005D8BC0	0x005D8C00	64	64	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8C00	0x005D8C00	0x005D8C1E	30	30	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8C1E	0x005D8C1E	0x005D8C3E	32	32	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8C3E	0x005D8C3E	0x005D8C76	56	56	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8C76	0x005D8C76	0x005D8CA8	50	50	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8CA8	0x005D8CA8	0x005D8CDE	54	54	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8CDE	0x005D8CDE	0x005D8D18	58	58	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8D18	0x005D8D18	0x005D8D44	44	44	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8D44	0x005D8D44	0x005D8DB4	112	112	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8DB4	0x005D8DB4	0x005D8E02	78	78	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8E02	0x005D8E02	0x005D8ED0	206	206	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8ED0	0x005D8ED0	0x005D8F1C	76	76	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8F1C	0x005D8F1C	0x005D8F40	36	36	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8F40	0x005D8F40	0x005D8F4E	14	14	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8F4E	0x005D8F4E	0x005D8F60	18	18	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8F60	0x005D8F60	0x005D8F7A	26	26	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8F7A	0x005D8F7A	0x005D8FAE	52	52	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D8FAE	0x005D8FAE	0x005D905C	174	174	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D905C	0x005D905C	0x005D9100	164	164	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9100	0x005D9100	0x005D9118	24	24	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9118	0x005D9118	0x005D913C	36	36	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D913C	0x005D913C	0x005D9152	22	22	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9152	0x005D9152	0x005D916E	28	28	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D916E	0x005D916E	0x005D91BC	78	78	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D91BC	0x005D91BC	0x005D9254	152	152	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9296	0x005D9296	0x005D92F0	90	90	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D92F0	0x005D92F0	0x005D934A	90	90	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D93AC	0x005D93AC	0x005D93D6	42	42	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9462	0x005D9462	0x005D948C	42	42	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D94C0	0x005D94C0	0x005D9580	192	192	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9580	0x005D9580	0x005D9672	242	242	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D96B6	0x005D96B6	0x005D96F8	66	66	sea-0x5d	investigation-required		none	none	calls: first-party
0x005D96F8	0x005D96F8	0x005D9716	30	30	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9716	0x005D9716	0x005D9840	298	298	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9840	0x005D9840	0x005D9890	80	80	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9890	0x005D9890	0x005D98F6	102	102	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9950	0x005D9950	0x005D99C0	112	112	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D99C0	0x005D99C0	0x005D9A44	132	132	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9A44	0x005D9A44	0x005D9AA2	94	94	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9AA2	0x005D9AA2	0x005D9ABC	26	26	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9ABC	0x005D9ABC	0x005D9B28	108	108	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005D9B28	0x005D9B28	0x005D9B58	48	48	sea-0x5d	investigation-required		none	none	external callers: investigation-required-no-evidence
0x005DA1E8	0x005DA1E8	0x005DA202	26	26	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DA202	0x005DA202	0x005DA446	580	580	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DA446	0x005DA446	0x005DA518	210	210	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DA518	0x005DA518	0x005DA5D6	190	190	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DA5D6	0x005DA5D6	0x005DA656	128	128	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DA656	0x005DA656	0x005DA73A	228	228	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DA73A	0x005DA73A	0x005DAA9C	866	866	sea-0x5d	investigation-required		none	none	calls: first-party
0x005DAA9C	0x005DAA9C	0x005DAB3A	158	158	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DAB8E	0x005DAB8E	0x005DABEE	96	96	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DABEE	0x005DABEE	0x005DAC40	82	82	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DAC40	0x005DAC40	0x005DADEE	430	430	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DADF8	0x005DADF8	0x005DAE28	48	48	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DAE90	0x005DAE90	0x005DB3DE	1358	1358	sea-0x5d	investigation-required		none	none	calls: first-party
0x005DB3EC	0x005DB3EC	0x005DB562	374	374	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DB578	0x005DB578	0x005DB92A	946	946	sea-0x5d	investigation-required		none	none	calls: first-party
0x005DC266	0x005DC266	0x005DC290	42	42	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DC542	0x005DC542	0x005DC5B4	114	114	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DC600	0x005DC600	0x005DC790	400	400	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DC790	0x005DC790	0x005DC7E2	82	82	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DC99C	0x005DC99C	0x005DCA46	170	170	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DCA46	0x005DCA46	0x005DCB16	208	208	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DCB16	0x005DCB16	0x005DCE22	780	780	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DCE22	0x005DCE22	0x005DCFF6	468	468	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DCFF6	0x005DCFF6	0x005DD39E	936	936	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DD39E	0x005DD39E	0x005DD3C6	40	40	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DD584	0x005DD584	0x005DD780	508	508	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DD780	0x005DD780	0x005DD832	178	178	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DD832	0x005DD832	0x005DD934	258	258	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DDB3A	0x005DDB3A	0x005DDC74	314	314	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DDC74	0x005DDC74	0x005DDD38	196	196	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DDEF8	0x005DDEF8	0x005DE026	302	302	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE026	0x005DE026	0x005DE0CA	164	164	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE270	0x005DE270	0x005DE2A8	56	56	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE2CE	0x005DE2CE	0x005DE576	680	680	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE590	0x005DE590	0x005DE5EE	94	94	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE5EE	0x005DE5EE	0x005DE652	100	100	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE652	0x005DE652	0x005DE6AC	90	90	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE6AC	0x005DE6AC	0x005DE72A	126	126	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE8C2	0x005DE8C2	0x005DE8F6	52	52	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE8F6	0x005DE8F6	0x005DE970	122	122	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE970	0x005DE970	0x005DE9D2	98	98	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DE9D2	0x005DE9D2	0x005DEC32	608	608	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEC32	0x005DEC32	0x005DEC3E	12	12	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEC3E	0x005DEC3E	0x005DEC5C	30	30	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEC5C	0x005DEC5C	0x005DEC74	24	24	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEC74	0x005DEC74	0x005DEC82	14	14	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEC82	0x005DEC82	0x005DEC90	14	14	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEC90	0x005DEC90	0x005DEE14	388	388	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEFB6	0x005DEFB6	0x005DEFDE	40	40	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DEFDE	0x005DEFDE	0x005DF158	378	378	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DF158	0x005DF158	0x005DF182	42	42	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DF182	0x005DF182	0x005DF1AE	44	44	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
0x005DF1AE	0x005DF1AE	0x005DF2F2	324	324	sea-0x5d	investigation-required		none	none	no closed-world LVGL evidence
